id,category,amount
51972,Electronics,100
51973,Clothing,50
51974,Home,200
51975,Electronics,20
51976,Clothing,100
51977,Home,50
51978,Electronics,200
51979,Clothing,20
51980,Home,100
51981,Electronics,50
51982,Clothing,200
51983,Home,20
51984,Electronics,100
51985,Clothing,50
51986,Home,200
51987,Electronics,20
51988,Clothing,100
51989,Home,50
51990,Electronics,200
51991,Clothing,20
51992,Home,100
51993,Electronics,50
51994,Clothing,200
51995,Home,20
51996,Electronics,100
51997,Clothing,50
51998,Home,200
51999,Electronics,20
52000,Clothing,100
52001,Home,50
52002,Electronics,200
52003,Clothing,20
52004,Home,100
52005,Electronics,50
52006,Clothing,200
52007,Home,20
52008,Electronics,100
52009,Clothing,50
52010,Home,200
52011,Electronics,20
52012,Clothing,100
52013,Home,50
52014,Electronics,200
52015,Clothing,20
52016,Home,100
52017,Electronics,50
52018,Clothing,200
52019,Home,20
52020,Electronics,100
52021,Clothing,50
52022,Home,200
52023,Electronics,20
52024,Clothing,100
52025,Home,50
52026,Electronics,200
52027,Clothing,20
52028,Home,100
52029,Electronics,50
52030,Clothing,200
52031,Home,20
52032,Electronics,100
52033,Clothing,50
52034,Home,200
52035,Electronics,20
52036,Clothing,100
52037,Home,50
52038,Electronics,200
52039,Clothing,20
52040,Home,100
52041,Electronics,50
52042,Clothing,200
52043,Home,20
52044,Electronics,100
52045,Clothing,50
52046,Home,200
52047,Electronics,20
52048,Clothing,100
52049,Home,50
52050,Electronics,200
52051,Clothing,20
52052,Home,100
52053,Electronics,50
52054,Clothing,200
52055,Home,20
52056,Electronics,100
52057,Clothing,50
52058,Home,200
52059,Electronics,20
52060,Clothing,100
52061,Home,50
52062,Electronics,200
52063,Clothing,20
52064,Home,100
52065,Electronics,50
52066,Clothing,200
52067,Home,20
52068,Electronics,100
52069,Clothing,50
52070,Home,200
52071,Electronics,20
52072,Clothing,100
52073,Home,50
52074,Electronics,200
52075,Clothing,20
52076,Home,100
52077,Electronics,50
52078,Clothing,200
52079,Home,20
52080,Electronics,100
52081,Clothing,50
52082,Home,200
52083,Electronics,20
52084,Clothing,100
52085,Home,50
52086,Electronics,200
52087,Clothing,20
52088,Home,100
52089,Electronics,50
52090,Clothing,200
52091,Home,20
52092,Electronics,100
52093,Clothing,50
52094,Home,200
52095,Electronics,20
52096,Clothing,100
52097,Home,50
52098,Electronics,200
52099,Clothing,20
52100,Home,100
52101,Electronics,50
52102,Clothing,200
52103,Home,20
52104,Electronics,100
52105,Clothing,50
52106,Home,200
52107,Electronics,20
52108,Clothing,100
52109,Home,50
52110,Electronics,200
52111,Clothing,20
52112,Home,100
52113,Electronics,50
52114,Clothing,200
52115,Home,20
52116,Electronics,100
52117,Clothing,50
52118,Home,200
52119,Electronics,20
52120,Clothing,100
52121,Home,50
52122,Electronics,200
52123,Clothing,20
52124,Home,100
52125,Electronics,50
52126,Clothing,200
52127,Home,20
52128,Electronics,100
52129,Clothing,50
52130,Home,200
52131,Electronics,20
52132,Clothing,100
52133,Home,50
52134,Electronics,200
52135,Clothing,20
52136,Home,100
52137,Electronics,50
52138,Clothing,200
52139,Home,20
52140,Electronics,100
52141,Clothing,50
52142,Home,200
52143,Electronics,20
52144,Clothing,100
52145,Home,50
52146,Electronics,200
52147,Clothing,20
52148,Home,100
52149,Electronics,50
52150,Clothing,200
52151,Home,20
52152,Electronics,100
52153,Clothing,50
52154,Home,200
52155,Electronics,20
52156,Clothing,100
52157,Home,50
52158,Electronics,200
52159,Clothing,20
52160,Home,100
52161,Electronics,50
52162,Clothing,200
52163,Home,20
52164,Electronics,100
52165,Clothing,50
52166,Home,200
52167,Electronics,20
52168,Clothing,100
52169,Home,50
52170,Electronics,200
52171,Clothing,20
52172,Home,100
52173,Electronics,50
52174,Clothing,200
52175,Home,20
52176,Electronics,100
52177,Clothing,50
52178,Home,200
52179,Electronics,20
52180,Clothing,100
52181,Home,50
52182,Electronics,200
52183,Clothing,20
52184,Home,100
52185,Electronics,50
52186,Clothing,200
52187,Home,20
52188,Electronics,100
52189,Clothing,50
52190,Home,200
52191,Electronics,20
52192,Clothing,100
52193,Home,50
52194,Electronics,200
52195,Clothing,20
52196,Home,100
52197,Electronics,50
52198,Clothing,200
52199,Home,20
52200,Electronics,100
52201,Clothing,50
52202,Home,200
52203,Electronics,20
52204,Clothing,100
52205,Home,50
52206,Electronics,200
52207,Clothing,20
52208,Home,100
52209,Electronics,50
52210,Clothing,200
52211,Home,20
52212,Electronics,100
52213,Clothing,50
52214,Home,200
52215,Electronics,20
52216,Clothing,100
52217,Home,50
52218,Electronics,200
52219,Clothing,20
52220,Home,100
52221,Electronics,50
52222,Clothing,200
52223,Home,20
52224,Electronics,100
52225,Clothing,50
52226,Home,200
52227,Electronics,20
52228,Clothing,100
52229,Home,50
52230,Electronics,200
52231,Clothing,20
52232,Home,100
52233,Electronics,50
52234,Clothing,200
52235,Home,20
52236,Electronics,100
52237,Clothing,50
52238,Home,200
52239,Electronics,20
52240,Clothing,100
52241,Home,50
52242,Electronics,200
52243,Clothing,20
52244,Home,100
52245,Electronics,50
52246,Clothing,200
52247,Home,20
52248,Electronics,100
52249,Clothing,50
52250,Home,200
52251,Electronics,20
52252,Clothing,100
52253,Home,50
52254,Electronics,200
52255,Clothing,20
52256,Home,100
52257,Electronics,50
52258,Clothing,200
52259,Home,20
52260,Electronics,100
52261,Clothing,50
52262,Home,200
52263,Electronics,20
52264,Clothing,100
52265,Home,50
52266,Electronics,200
52267,Clothing,20
52268,Home,100
52269,Electronics,50
52270,Clothing,200
52271,Home,20
52272,Electronics,100
52273,Clothing,50
52274,Home,200
52275,Electronics,20
52276,Clothing,100
52277,Home,50
52278,Electronics,200
52279,Clothing,20
52280,Home,100
52281,Electronics,50
52282,Clothing,200
52283,Home,20
52284,Electronics,100
52285,Clothing,50
52286,Home,200
52287,Electronics,20
52288,Clothing,100
52289,Home,50
52290,Electronics,200
52291,Clothing,20
52292,Home,100
52293,Electronics,50
52294,Clothing,200
52295,Home,20
52296,Electronics,100
52297,Clothing,50
52298,Home,200
52299,Electronics,20
52300,Clothing,100
52301,Home,50
52302,Electronics,200
52303,Clothing,20
52304,Home,100
52305,Electronics,50
52306,Clothing,200
52307,Home,20
52308,Electronics,100
52309,Clothing,50
52310,Home,200
52311,Electronics,20
52312,Clothing,100
52313,Home,50
52314,Electronics,200
52315,Clothing,20
52316,Home,100
52317,Electronics,50
52318,Clothing,200
52319,Home,20
52320,Electronics,100
52321,Clothing,50
52322,Home,200
52323,Electronics,20
52324,Clothing,100
52325,Home,50
52326,Electronics,200
52327,Clothing,20
52328,Home,100
52329,Electronics,50
52330,Clothing,200
52331,Home,20
52332,Electronics,100
52333,Clothing,50
52334,Home,200
52335,Electronics,20
52336,Clothing,100
52337,Home,50
52338,Electronics,200
52339,Clothing,20
52340,Home,100
52341,Electronics,50
52342,Clothing,200
52343,Home,20
52344,Electronics,100
52345,Clothing,50
52346,Home,200
52347,Electronics,20
52348,Clothing,100
52349,Home,50
52350,Electronics,200
52351,Clothing,20
52352,Home,100
52353,Electronics,50
52354,Clothing,200
52355,Home,20
52356,Electronics,100
52357,Clothing,50
52358,Home,200
52359,Electronics,20
52360,Clothing,100
52361,Home,50
52362,Electronics,200
52363,Clothing,20
52364,Home,100
52365,Electronics,50
52366,Clothing,200
52367,Home,20
52368,Electronics,100
52369,Clothing,50
52370,Home,200
52371,Electronics,20
52372,Clothing,100
52373,Home,50
52374,Electronics,200
52375,Clothing,20
52376,Home,100
52377,Electronics,50
52378,Clothing,200
52379,Home,20
52380,Electronics,100
52381,Clothing,50
52382,Home,200
52383,Electronics,20
52384,Clothing,100
52385,Home,50
52386,Electronics,200
52387,Clothing,20
52388,Home,100
52389,Electronics,50
52390,Clothing,200
52391,Home,20
52392,Electronics,100
52393,Clothing,50
52394,Home,200
52395,Electronics,20
52396,Clothing,100
52397,Home,50
52398,Electronics,200
52399,Clothing,20
52400,Home,100
52401,Electronics,50
52402,Clothing,200
52403,Home,20
52404,Electronics,100
52405,Clothing,50
52406,Home,200
52407,Electronics,20
52408,Clothing,100
52409,Home,50
52410,Electronics,200
52411,Clothing,20
52412,Home,100
52413,Electronics,50
52414,Clothing,200
52415,Home,20
52416,Electronics,100
52417,Clothing,50
52418,Home,200
52419,Electronics,20
52420,Clothing,100
52421,Home,50
52422,Electronics,200
52423,Clothing,20
52424,Home,100
52425,Electronics,50
52426,Clothing,200
52427,Home,20
52428,Electronics,100
52429,Clothing,50
52430,Home,200
52431,Electronics,20
52432,Clothing,100
52433,Home,50
52434,Electronics,200
52435,Clothing,20
52436,Home,100
52437,Electronics,50
52438,Clothing,200
52439,Home,20
52440,Electronics,100
52441,Clothing,50
52442,Home,200
52443,Electronics,20
52444,Clothing,100
52445,Home,50
52446,Electronics,200
52447,Clothing,20
52448,Home,100
52449,Electronics,50
52450,Clothing,200
52451,Home,20
52452,Electronics,100
52453,Clothing,50
52454,Home,200
52455,Electronics,20
52456,Clothing,100
52457,Home,50
52458,Electronics,200
52459,Clothing,20
52460,Home,100
52461,Electronics,50
52462,Clothing,200
52463,Home,20
52464,Electronics,100
52465,Clothing,50
52466,Home,200
52467,Electronics,20
52468,Clothing,100
52469,Home,50
52470,Electronics,200
52471,Clothing,20
52472,Home,100
52473,Electronics,50
52474,Clothing,200
52475,Home,20
52476,Electronics,100
52477,Clothing,50
52478,Home,200
52479,Electronics,20
52480,Clothing,100
52481,Home,50
52482,Electronics,200
52483,Clothing,20
52484,Home,100
52485,Electronics,50
52486,Clothing,200
52487,Home,20
52488,Electronics,100
52489,Clothing,50
52490,Home,200
52491,Electronics,20
52492,Clothing,100
52493,Home,50
52494,Electronics,200
52495,Clothing,20
52496,Home,100
52497,Electronics,50
52498,Clothing,200
52499,Home,20
52500,Electronics,100
52501,Clothing,50
52502,Home,200
52503,Electronics,20
52504,Clothing,100
52505,Home,50
52506,Electronics,200
52507,Clothing,20
52508,Home,100
52509,Electronics,50
52510,Clothing,200
52511,Home,20
52512,Electronics,100
52513,Clothing,50
52514,Home,200
52515,Electronics,20
52516,Clothing,100
52517,Home,50
52518,Electronics,200
52519,Clothing,20
52520,Home,100
52521,Electronics,50
52522,Clothing,200
52523,Home,20
52524,Electronics,100
52525,Clothing,50
52526,Home,200
52527,Electronics,20
52528,Clothing,100
52529,Home,50
52530,Electronics,200
52531,Clothing,20
52532,Home,100
52533,Electronics,50
52534,Clothing,200
52535,Home,20
52536,Electronics,100
52537,Clothing,50
52538,Home,200
52539,Electronics,20
52540,Clothing,100
52541,Home,50
52542,Electronics,200
52543,Clothing,20
52544,Home,100
52545,Electronics,50
52546,Clothing,200
52547,Home,20
52548,Electronics,100
52549,Clothing,50
52550,Home,200
52551,Electronics,20
52552,Clothing,100
52553,Home,50
52554,Electronics,200
52555,Clothing,20
52556,Home,100
52557,Electronics,50
52558,Clothing,200
52559,Home,20
52560,Electronics,100
52561,Clothing,50
52562,Home,200
52563,Electronics,20
52564,Clothing,100
52565,Home,50
52566,Electronics,200
52567,Clothing,20
52568,Home,100
52569,Electronics,50
52570,Clothing,200
52571,Home,20
52572,Electronics,100
52573,Clothing,50
52574,Home,200
52575,Electronics,20
52576,Clothing,100
52577,Home,50
52578,Electronics,200
52579,Clothing,20
52580,Home,100
52581,Electronics,50
52582,Clothing,200
52583,Home,20
52584,Electronics,100
52585,Clothing,50
52586,Home,200
52587,Electronics,20
52588,Clothing,100
52589,Home,50
52590,Electronics,200
52591,Clothing,20
52592,Home,100
52593,Electronics,50
52594,Clothing,200
52595,Home,20
52596,Electronics,100
52597,Clothing,50
52598,Home,200
52599,Electronics,20
52600,Clothing,100
52601,Home,50
52602,Electronics,200
52603,Clothing,20
52604,Home,100
52605,Electronics,50
52606,Clothing,200
52607,Home,20
52608,Electronics,100
52609,Clothing,50
52610,Home,200
52611,Electronics,20
52612,Clothing,100
52613,Home,50
52614,Electronics,200
52615,Clothing,20
52616,Home,100
52617,Electronics,50
52618,Clothing,200
52619,Home,20
52620,Electronics,100
52621,Clothing,50
52622,Home,200
52623,Electronics,20
52624,Clothing,100
52625,Home,50
52626,Electronics,200
52627,Clothing,20
52628,Home,100
52629,Electronics,50
52630,Clothing,200
52631,Home,20
52632,Electronics,100
52633,Clothing,50
52634,Home,200
52635,Electronics,20
52636,Clothing,100
52637,Home,50
52638,Electronics,200
52639,Clothing,20
52640,Home,100
52641,Electronics,50
52642,Clothing,200
52643,Home,20
52644,Electronics,100
52645,Clothing,50
52646,Home,200
52647,Electronics,20
52648,Clothing,100
52649,Home,50
52650,Electronics,200
52651,Clothing,20
52652,Home,100
52653,Electronics,50
52654,Clothing,200
52655,Home,20
52656,Electronics,100
52657,Clothing,50
52658,Home,200
52659,Electronics,20
52660,Clothing,100
52661,Home,50
52662,Electronics,200
52663,Clothing,20
52664,Home,100
52665,Electronics,50
52666,Clothing,200
52667,Home,20
52668,Electronics,100
52669,Clothing,50
52670,Home,200
52671,Electronics,20
52672,Clothing,100
52673,Home,50
52674,Electronics,200
52675,Clothing,20
52676,Home,100
52677,Electronics,50
52678,Clothing,200
52679,Home,20
52680,Electronics,100
52681,Clothing,50
52682,Home,200
52683,Electronics,20
52684,Clothing,100
52685,Home,50
52686,Electronics,200
52687,Clothing,20
52688,Home,100
52689,Electronics,50
52690,Clothing,200
52691,Home,20
52692,Electronics,100
52693,Clothing,50
52694,Home,200
52695,Electronics,20
52696,Clothing,100
52697,Home,50
52698,Electronics,200
52699,Clothing,20
52700,Home,100
52701,Electronics,50
52702,Clothing,200
52703,Home,20
52704,Electronics,100
52705,Clothing,50
52706,Home,200
52707,Electronics,20
52708,Clothing,100
52709,Home,50
52710,Electronics,200
52711,Clothing,20
52712,Home,100
52713,Electronics,50
52714,Clothing,200
52715,Home,20
52716,Electronics,100
52717,Clothing,50
52718,Home,200
52719,Electronics,20
52720,Clothing,100
52721,Home,50
52722,Electronics,200
52723,Clothing,20
52724,Home,100
52725,Electronics,50
52726,Clothing,200
52727,Home,20
52728,Electronics,100
52729,Clothing,50
52730,Home,200
52731,Electronics,20
52732,Clothing,100
52733,Home,50
52734,Electronics,200
52735,Clothing,20
52736,Home,100
52737,Electronics,50
52738,Clothing,200
52739,Home,20
52740,Electronics,100
52741,Clothing,50
52742,Home,200
52743,Electronics,20
52744,Clothing,100
52745,Home,50
52746,Electronics,200
52747,Clothing,20
52748,Home,100
52749,Electronics,50
52750,Clothing,200
52751,Home,20
52752,Electronics,100
52753,Clothing,50
52754,Home,200
52755,Electronics,20
52756,Clothing,100
52757,Home,50
52758,Electronics,200
52759,Clothing,20
52760,Home,100
52761,Electronics,50
52762,Clothing,200
52763,Home,20
52764,Electronics,100
52765,Clothing,50
52766,Home,200
52767,Electronics,20
52768,Clothing,100
52769,Home,50
52770,Electronics,200
52771,Clothing,20
52772,Home,100
52773,Electronics,50
52774,Clothing,200
52775,Home,20
52776,Electronics,100
52777,Clothing,50
52778,Home,200
52779,Electronics,20
52780,Clothing,100
52781,Home,50
52782,Electronics,200
52783,Clothing,20
52784,Home,100
52785,Electronics,50
52786,Clothing,200
52787,Home,20
52788,Electronics,100
52789,Clothing,50
52790,Home,200
52791,Electronics,20
52792,Clothing,100
52793,Home,50
52794,Electronics,200
52795,Clothing,20
52796,Home,100
52797,Electronics,50
52798,Clothing,200
52799,Home,20
52800,Electronics,100
52801,Clothing,50
52802,Home,200
52803,Electronics,20
52804,Clothing,100
52805,Home,50
52806,Electronics,200
52807,Clothing,20
52808,Home,100
52809,Electronics,50
52810,Clothing,200
52811,Home,20
52812,Electronics,100
52813,Clothing,50
52814,Home,200
52815,Electronics,20
52816,Clothing,100
52817,Home,50
52818,Electronics,200
52819,Clothing,20
52820,Home,100
52821,Electronics,50
52822,Clothing,200
52823,Home,20
52824,Electronics,100
52825,Clothing,50
52826,Home,200
52827,Electronics,20
52828,Clothing,100
52829,Home,50
52830,Electronics,200
52831,Clothing,20
52832,Home,100
52833,Electronics,50
52834,Clothing,200
52835,Home,20
52836,Electronics,100
52837,Clothing,50
52838,Home,200
52839,Electronics,20
52840,Clothing,100
52841,Home,50
52842,Electronics,200
52843,Clothing,20
52844,Home,100
52845,Electronics,50
52846,Clothing,200
52847,Home,20
52848,Electronics,100
52849,Clothing,50
52850,Home,200
52851,Electronics,20
52852,Clothing,100
52853,Home,50
52854,Electronics,200
52855,Clothing,20
52856,Home,100
52857,Electronics,50
52858,Clothing,200
52859,Home,20
52860,Electronics,100
52861,Clothing,50
52862,Home,200
52863,Electronics,20
52864,Clothing,100
52865,Home,50
52866,Electronics,200
52867,Clothing,20
52868,Home,100
52869,Electronics,50
52870,Clothing,200
52871,Home,20
52872,Electronics,100
52873,Clothing,50
52874,Home,200
52875,Electronics,20
52876,Clothing,100
52877,Home,50
52878,Electronics,200
52879,Clothing,20
52880,Home,100
52881,Electronics,50
52882,Clothing,200
52883,Home,20
52884,Electronics,100
52885,Clothing,50
52886,Home,200
52887,Electronics,20
52888,Clothing,100
52889,Home,50
52890,Electronics,200
52891,Clothing,20
52892,Home,100
52893,Electronics,50
52894,Clothing,200
52895,Home,20
52896,Electronics,100
52897,Clothing,50
52898,Home,200
52899,Electronics,20
52900,Clothing,100
52901,Home,50
52902,Electronics,200
52903,Clothing,20
52904,Home,100
52905,Electronics,50
52906,Clothing,200
52907,Home,20
52908,Electronics,100
52909,Clothing,50
52910,Home,200
52911,Electronics,20
52912,Clothing,100
52913,Home,50
52914,Electronics,200
52915,Clothing,20
52916,Home,100
52917,Electronics,50
52918,Clothing,200
52919,Home,20
52920,Electronics,100
52921,Clothing,50
52922,Home,200
52923,Electronics,20
52924,Clothing,100
52925,Home,50
52926,Electronics,200
52927,Clothing,20
52928,Home,100
52929,Electronics,50
52930,Clothing,200
52931,Home,20
52932,Electronics,100
52933,Clothing,50
52934,Home,200
52935,Electronics,20
52936,Clothing,100
52937,Home,50
52938,Electronics,200
52939,Clothing,20
52940,Home,100
52941,Electronics,50
52942,Clothing,200
52943,Home,20
52944,Electronics,100
52945,Clothing,50
52946,Home,200
52947,Electronics,20
52948,Clothing,100
52949,Home,50
52950,Electronics,200
52951,Clothing,20
52952,Home,100
52953,Electronics,50
52954,Clothing,200
52955,Home,20
52956,Electronics,100
52957,Clothing,50
52958,Home,200
52959,Electronics,20
52960,Clothing,100
52961,Home,50
52962,Electronics,200
52963,Clothing,20
52964,Home,100
52965,Electronics,50
52966,Clothing,200
52967,Home,20
52968,Electronics,100
52969,Clothing,50
52970,Home,200
52971,Electronics,20
52972,Clothing,100
52973,Home,50
52974,Electronics,200
52975,Clothing,20
52976,Home,100
52977,Electronics,50
52978,Clothing,200
52979,Home,20
52980,Electronics,100
52981,Clothing,50
52982,Home,200
52983,Electronics,20
52984,Clothing,100
52985,Home,50
52986,Electronics,200
52987,Clothing,20
52988,Home,100
52989,Electronics,50
52990,Clothing,200
52991,Home,20
52992,Electronics,100
52993,Clothing,50
52994,Home,200
52995,Electronics,20
52996,Clothing,100
52997,Home,50
52998,Electronics,200
52999,Clothing,20
53000,Home,100
53001,Electronics,50
53002,Clothing,200
53003,Home,20
53004,Electronics,100
53005,Clothing,50
53006,Home,200
53007,Electronics,20
53008,Clothing,100
53009,Home,50
53010,Electronics,200
53011,Clothing,20
53012,Home,100
53013,Electronics,50
53014,Clothing,200
53015,Home,20
53016,Electronics,100
53017,Clothing,50
53018,Home,200
53019,Electronics,20
53020,Clothing,100
53021,Home,50
53022,Electronics,200
53023,Clothing,20
53024,Home,100
53025,Electronics,50
53026,Clothing,200
53027,Home,20
53028,Electronics,100
53029,Clothing,50
53030,Home,200
53031,Electronics,20
53032,Clothing,100
53033,Home,50
53034,Electronics,200
53035,Clothing,20
53036,Home,100
53037,Electronics,50
53038,Clothing,200
53039,Home,20
53040,Electronics,100
53041,Clothing,50
53042,Home,200
53043,Electronics,20
53044,Clothing,100
53045,Home,50
53046,Electronics,200
53047,Clothing,20
53048,Home,100
53049,Electronics,50
53050,Clothing,200
53051,Home,20
53052,Electronics,100
53053,Clothing,50
53054,Home,200
53055,Electronics,20
53056,Clothing,100
53057,Home,50
53058,Electronics,200
53059,Clothing,20
53060,Home,100
53061,Electronics,50
53062,Clothing,200
53063,Home,20
53064,Electronics,100
53065,Clothing,50
53066,Home,200
53067,Electronics,20
53068,Clothing,100
53069,Home,50
53070,Electronics,200
53071,Clothing,20
53072,Home,100
53073,Electronics,50
53074,Clothing,200
53075,Home,20
53076,Electronics,100
53077,Clothing,50
53078,Home,200
53079,Electronics,20
53080,Clothing,100
53081,Home,50
53082,Electronics,200
53083,Clothing,20
53084,Home,100
53085,Electronics,50
53086,Clothing,200
53087,Home,20
53088,Electronics,100
53089,Clothing,50
53090,Home,200
53091,Electronics,20
53092,Clothing,100
53093,Home,50
53094,Electronics,200
53095,Clothing,20
53096,Home,100
53097,Electronics,50
53098,Clothing,200
53099,Home,20
53100,Electronics,100
53101,Clothing,50
53102,Home,200
53103,Electronics,20
53104,Clothing,100
53105,Home,50
53106,Electronics,200
53107,Clothing,20
53108,Home,100
53109,Electronics,50
53110,Clothing,200
53111,Home,20
53112,Electronics,100
53113,Clothing,50
53114,Home,200
53115,Electronics,20
53116,Clothing,100
53117,Home,50
53118,Electronics,200
53119,Clothing,20
53120,Home,100
53121,Electronics,50
53122,Clothing,200
53123,Home,20
53124,Electronics,100
53125,Clothing,50
53126,Home,200
53127,Electronics,20
53128,Clothing,100
53129,Home,50
53130,Electronics,200
53131,Clothing,20
53132,Home,100
53133,Electronics,50
53134,Clothing,200
53135,Home,20
53136,Electronics,100
53137,Clothing,50
53138,Home,200
53139,Electronics,20
53140,Clothing,100
53141,Home,50
53142,Electronics,200
53143,Clothing,20
53144,Home,100
53145,Electronics,50
53146,Clothing,200
53147,Home,20
53148,Electronics,100
53149,Clothing,50
53150,Home,200
53151,Electronics,20
53152,Clothing,100
53153,Home,50
53154,Electronics,200
53155,Clothing,20
53156,Home,100
53157,Electronics,50
53158,Clothing,200
53159,Home,20
53160,Electronics,100
53161,Clothing,50
53162,Home,200
53163,Electronics,20
53164,Clothing,100
53165,Home,50
53166,Electronics,200
53167,Clothing,20
53168,Home,100
53169,Electronics,50
53170,Clothing,200
53171,Home,20
53172,Electronics,100
53173,Clothing,50
53174,Home,200
53175,Electronics,20
53176,Clothing,100
53177,Home,50
53178,Electronics,200
53179,Clothing,20
53180,Home,100
53181,Electronics,50
53182,Clothing,200
53183,Home,20
53184,Electronics,100
53185,Clothing,50
53186,Home,200
53187,Electronics,20
53188,Clothing,100
53189,Home,50
53190,Electronics,200
53191,Clothing,20
53192,Home,100
53193,Electronics,50
53194,Clothing,200
53195,Home,20
53196,Electronics,100
53197,Clothing,50
53198,Home,200
53199,Electronics,20
53200,Clothing,100
53201,Home,50
53202,Electronics,200
53203,Clothing,20
53204,Home,100
53205,Electronics,50
53206,Clothing,200
53207,Home,20
53208,Electronics,100
53209,Clothing,50
53210,Home,200
53211,Electronics,20
53212,Clothing,100
53213,Home,50
53214,Electronics,200
53215,Clothing,20
53216,Home,100
53217,Electronics,50
53218,Clothing,200
53219,Home,20
53220,Electronics,100
53221,Clothing,50
53222,Home,200
53223,Electronics,20
53224,Clothing,100
53225,Home,50
53226,Electronics,200
53227,Clothing,20
53228,Home,100
53229,Electronics,50
53230,Clothing,200
53231,Home,20
53232,Electronics,100
53233,Clothing,50
53234,Home,200
53235,Electronics,20
53236,Clothing,100
53237,Home,50
53238,Electronics,200
53239,Clothing,20
53240,Home,100
53241,Electronics,50
53242,Clothing,200
53243,Home,20
53244,Electronics,100
53245,Clothing,50
53246,Home,200
53247,Electronics,20
53248,Clothing,100
53249,Home,50
53250,Electronics,200
53251,Clothing,20
53252,Home,100
53253,Electronics,50
53254,Clothing,200
53255,Home,20
53256,Electronics,100
53257,Clothing,50
53258,Home,200
53259,Electronics,20
53260,Clothing,100
53261,Home,50
53262,Electronics,200
53263,Clothing,20
53264,Home,100
53265,Electronics,50
53266,Clothing,200
53267,Home,20
53268,Electronics,100
53269,Clothing,50
53270,Home,200
53271,Electronics,20
53272,Clothing,100
53273,Home,50
53274,Electronics,200
53275,Clothing,20
53276,Home,100
53277,Electronics,50
53278,Clothing,200
53279,Home,20
53280,Electronics,100
53281,Clothing,50
53282,Home,200
53283,Electronics,20
53284,Clothing,100
53285,Home,50
53286,Electronics,200
53287,Clothing,20
53288,Home,100
53289,Electronics,50
53290,Clothing,200
53291,Home,20
53292,Electronics,100
53293,Clothing,50
53294,Home,200
53295,Electronics,20
53296,Clothing,100
53297,Home,50
53298,Electronics,200
53299,Clothing,20
53300,Home,100
53301,Electronics,50
53302,Clothing,200
53303,Home,20
53304,Electronics,100
53305,Clothing,50
53306,Home,200
53307,Electronics,20
53308,Clothing,100
53309,Home,50
53310,Electronics,200
53311,Clothing,20
53312,Home,100
53313,Electronics,50
53314,Clothing,200
53315,Home,20
53316,Electronics,100
53317,Clothing,50
53318,Home,200
53319,Electronics,20
53320,Clothing,100
53321,Home,50
53322,Electronics,200
53323,Clothing,20
53324,Home,100
53325,Electronics,50
53326,Clothing,200
53327,Home,20
53328,Electronics,100
53329,Clothing,50
53330,Home,200
53331,Electronics,20
53332,Clothing,100
53333,Home,50
53334,Electronics,200
53335,Clothing,20
53336,Home,100
53337,Electronics,50
53338,Clothing,200
53339,Home,20
53340,Electronics,100
53341,Clothing,50
53342,Home,200
53343,Electronics,20
53344,Clothing,100
53345,Home,50
53346,Electronics,200
53347,Clothing,20
53348,Home,100
53349,Electronics,50
53350,Clothing,200
53351,Home,20
53352,Electronics,100
53353,Clothing,50
53354,Home,200
53355,Electronics,20
53356,Clothing,100
53357,Home,50
53358,Electronics,200
53359,Clothing,20
53360,Home,100
53361,Electronics,50
53362,Clothing,200
53363,Home,20
53364,Electronics,100
53365,Clothing,50
53366,Home,200
53367,Electronics,20
53368,Clothing,100
53369,Home,50
53370,Electronics,200
53371,Clothing,20
53372,Home,100
53373,Electronics,50
53374,Clothing,200
53375,Home,20
53376,Electronics,100
53377,Clothing,50
53378,Home,200
53379,Electronics,20
53380,Clothing,100
53381,Home,50
53382,Electronics,200
53383,Clothing,20
53384,Home,100
53385,Electronics,50
53386,Clothing,200
53387,Home,20
53388,Electronics,100
53389,Clothing,50
53390,Home,200
53391,Electronics,20
53392,Clothing,100
53393,Home,50
53394,Electronics,200
53395,Clothing,20
53396,Home,100
53397,Electronics,50
53398,Clothing,200
53399,Home,20
53400,Electronics,100
53401,Clothing,50
53402,Home,200
53403,Electronics,20
53404,Clothing,100
53405,Home,50
53406,Electronics,200
53407,Clothing,20
53408,Home,100
53409,Electronics,50
53410,Clothing,200
53411,Home,20
53412,Electronics,100
53413,Clothing,50
53414,Home,200
53415,Electronics,20
53416,Clothing,100
53417,Home,50
53418,Electronics,200
53419,Clothing,20
53420,Home,100
53421,Electronics,50
53422,Clothing,200
53423,Home,20
53424,Electronics,100
53425,Clothing,50
53426,Home,200
53427,Electronics,20
53428,Clothing,100
53429,Home,50
53430,Electronics,200
53431,Clothing,20
53432,Home,100
53433,Electronics,50
53434,Clothing,200
53435,Home,20
53436,Electronics,100
53437,Clothing,50
53438,Home,200
53439,Electronics,20
53440,Clothing,100
53441,Home,50
53442,Electronics,200
53443,Clothing,20
53444,Home,100
53445,Electronics,50
53446,Clothing,200
53447,Home,20
53448,Electronics,100
53449,Clothing,50
53450,Home,200
53451,Electronics,20
53452,Clothing,100
53453,Home,50
53454,Electronics,200
53455,Clothing,20
53456,Home,100
53457,Electronics,50
53458,Clothing,200
53459,Home,20
53460,Electronics,100
53461,Clothing,50
53462,Home,200
53463,Electronics,20
53464,Clothing,100
53465,Home,50
53466,Electronics,200
53467,Clothing,20
53468,Home,100
53469,Electronics,50
53470,Clothing,200
